Player,Tm,FantPos,Age,G,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,Y/A,TD.1,Tgt,Rec,Yds.2,Y/R,TD.2,Fmb,FL,TD.3,2PM,2PP,PPR,-9999
Davis Allen,LAR,TE,24,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,24.0,208.0,8.67,3.0,0.0,0.0,3,0.0,0.0,62.8,AlleDa02
Malik Davis,DAL,RB,27,10,0.0,0.0,0.0,0.0,0.0,52.0,250.0,4.81,2.0,5.0,2.0,16.0,8.0,0.0,0.0,0.0,2,0.0,0.0,40.6,DaviMa02
Tre Harris,LAC,WR,23,17,0.0,0.0,0.0,0.0,0.0,2.0,10.0,5.0,0.0,43.0,30.0,324.0,10.8,1.0,0.0,0.0,1,0.0,0.0,69.4,HarrTr03
Michael Mayer,LVR,TE,24,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,35.0,328.0,9.37,1.0,1.0,0.0,1,0.0,0.0,73.8,MayeMi00
John Metchie,2TM,WR,25,16,0.0,0.0,0.0,0.0,0.0,3.0,-5.0,-1.67,0.0,48.0,33.0,274.0,8.3,2.0,0.0,0.0,2,0.0,0.0,71.9,MetcJo00
Malik Nabers,NYG,WR,22,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,18.0,271.0,15.06,2.0,0.0,0.0,2,0.0,0.0,57.1,NabeMa00
Cedric Tillman,CLE,WR,25,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,21.0,270.0,12.86,2.0,0.0,0.0,2,0.0,0.0,60.0,TillCe01
Kyle Williams,NWE,WR,23,17,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.5,0.0,21.0,10.0,209.0,20.9,3.0,0.0,0.0,3,0.0,0.0,49.2,WillKy03
Austin Hooper,NWE,TE,31,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,21.0,263.0,12.52,2.0,0.0,0.0,2,0.0,0.0,59.3,HoopAu00
Brashard Smith,KAN,RB,22,17,0.0,0.0,0.0,0.0,0.0,44.0,151.0,3.43,0.0,35.0,25.0,172.0,6.88,1.0,1.0,0.0,1,0.0,0.0,63.3,SmitBr09
Isaiah Bond,CLE,WR,21,16,0.0,0.0,0.0,0.0,0.0,5.0,29.0,5.8,0.0,44.0,18.0,338.0,18.78,0.0,0.0,0.0,0,0.0,0.0,54.7,BondIs00
Greg Dulcich,MIA,TE,25,10,0.0,0.0,0.0,0.0,0.0,1.0,-7.0,-7.0,0.0,33.0,26.0,335.0,12.88,1.0,1.0,1.0,1,0.0,0.0,62.8,DulcGr00
Jackson Hawes,BUF,TE,25,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,16.0,187.0,11.69,3.0,0.0,0.0,3,0.0,0.0,52.7,HaweJa00
Tim Patrick,JAX,WR,32,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,15.0,187.0,12.47,3.0,0.0,0.0,3,0.0,0.0,51.7,PatrTi00
Tommy Tremble,CAR,TE,25,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,27.0,249.0,9.22,2.0,0.0,0.0,2,0.0,0.0,63.9,TremTo00
Rashod Bateman,BAL,WR,26,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,19.0,224.0,11.79,2.0,0.0,0.0,2,1.0,0.0,55.4,BateRa00
Audric Estime,NOR,RB,22,7,0.0,0.0,0.0,0.0,0.0,46.0,198.0,4.3,1.0,13.0,12.0,103.0,8.58,0.0,0.0,0.0,1,0.0,0.0,48.1,EstiAu00
Travis Hunter,JAX,WR,22,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45.0,28.0,298.0,10.64,1.0,1.0,0.0,1,0.0,0.0,63.8,HuntTr00
Demarcus Robinson,SFO,WR,31,14,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,0.0,35.0,22.0,276.0,12.55,1.0,0.0,0.0,1,1.0,0.0,58.2,RobiDe01
Isaiah Likely,BAL,TE,25,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,27.0,307.0,11.37,1.0,2.0,1.0,1,0.0,0.0,61.7,LikeIs00
Tyreek Hill,MIA,WR,31,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,21.0,265.0,12.62,1.0,0.0,0.0,1,0.0,0.0,53.5,HillTy00
Kyle Juszczyk,SFO,FB,34,17,0.0,0.0,0.0,0.0,0.0,2.0,-3.0,-1.5,0.0,28.0,24.0,213.0,8.88,2.0,0.0,0.0,2,0.0,0.0,57.0,JuszKy00
Jaylin Lane,WAS,WR,23,15,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,0.0,32.0,16.0,225.0,14.06,0.0,3.0,1.0,2,0.0,0.0,49.2,LaneJa00
Isaiah Williams,NYJ,WR,24,15,0.0,1.0,0.0,0.0,0.0,3.0,34.0,11.33,0.0,36.0,26.0,193.0,7.42,0.0,1.0,1.0,2,0.0,0.0,58.7,WillIs03
Jahan Dotson,PHI,WR,25,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,18.0,262.0,14.56,1.0,0.0,0.0,1,0.0,0.0,50.2,DotsJa00
Quinn Ewers,MIA,QB,22,4,55.0,83.0,622.0,3.0,3.0,8.0,19.0,2.38,0.0,1.0,1.0,-6.0,-6.0,0.0,3.0,0.0,0,0.0,0.0,33.2,EwerQu00
Philip Rivers,IND,QB,44,3,58.0,92.0,544.0,4.0,3.0,2.0,-1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,31.7,RivePh00
Devontez Walker,BAL,WR,24,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,136.0,22.67,3.0,0.0,0.0,3,0.0,0.0,37.6,WalkDe01
Taysom Hill,NOR,TE,35,13,2.0,6.0,57.0,1.0,0.0,52.0,114.0,2.19,1.0,16.0,11.0,91.0,8.27,0.0,3.0,1.0,1,0.0,0.0,41.8,HillTa00
Tyrell Shavers,BUF,WR,26,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,15.0,245.0,16.33,1.0,0.0,0.0,1,0.0,0.0,45.5,ShavTy00
David Sills V,ATL,WR,29,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,18.0,191.0,10.61,2.0,0.0,0.0,2,0.0,0.0,49.1,SillDa01
Mitchell Trubisky,BUF,QB,31,4,25.0,35.0,313.0,4.0,0.0,9.0,6.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,31.1,TrubMi00
Dyami Brown,JAX,WR,26,14,0.0,0.0,0.0,0.0,0.0,6.0,30.0,5.0,0.0,37.0,20.0,227.0,11.35,1.0,1.0,1.0,1,0.0,0.0,49.7,BrowDy00
Christian Kirk,HOU,WR,29,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,28.0,239.0,8.54,1.0,0.0,0.0,1,0.0,0.0,57.9,KirkCh01
Josh Palmer,BUF,WR,26,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,22.0,303.0,13.77,0.0,0.0,0.0,0,0.0,0.0,52.3,PalmJo00
Jayden Reed,GNB,WR,25,7,0.0,0.0,0.0,0.0,0.0,3.0,28.0,9.33,0.0,22.0,19.0,207.0,10.89,1.0,0.0,0.0,1,0.0,0.0,48.5,ReedJa03
Calvin Ridley,TEN,WR,31,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,17.0,303.0,17.82,0.0,0.0,0.0,0,0.0,0.0,47.3,RidlCa00
Xavier Smith,LAR,WR,28,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,18.0,303.0,16.83,0.0,0.0,0.0,0,0.0,0.0,48.3,SmitXa00
Mitchell Evans,CAR,TE,22,17,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,25.0,19.0,171.0,9.0,2.0,0.0,0.0,2,0.0,0.0,48.2,EvanMi01
Tanner Hudson,CIN,TE,31,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,19.0,168.0,8.84,2.0,0.0,0.0,2,0.0,0.0,47.8,HudsTa00
Riley Leonard,IND,QB,23,5,39.0,67.0,415.0,2.0,3.0,6.0,27.0,4.5,2.0,0.0,0.0,-3.0,0.0,0.0,2.0,2.0,2,0.0,0.0,29.0,LeonRi02
Brandin Cooks,2TM,WR,32,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,24.0,279.0,11.63,0.0,0.0,0.0,0,0.0,0.0,51.9,CookBr00
Brady Cook,NYJ,QB,24,5,88.0,153.0,739.0,2.0,7.0,13.0,49.0,3.77,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0,0.0,1.0,28.5,CookBr03
Elijah Higgins,ARI,TE,25,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,30.0,301.0,10.03,0.0,1.0,1.0,0,0.0,0.0,58.1,HiggEl00
Kendre Miller,NOR,RB,23,7,0.0,0.0,0.0,0.0,0.0,47.0,193.0,4.11,1.0,5.0,5.0,30.0,6.0,0.0,0.0,0.0,1,0.0,0.0,33.3,MillKe01
Chris Moore,WAS,WR,32,14,0.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,0.0,23.0,11.0,207.0,18.82,1.0,0.0,0.0,1,0.0,0.0,38.6,MoorCh00
Jalen Tolbert,DAL,WR,26,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,18.0,203.0,11.28,1.0,0.0,0.0,1,1.0,0.0,46.3,TolbJa00
Jaleel McLaughlin,DEN,RB,25,8,0.0,0.0,0.0,0.0,0.0,37.0,187.0,5.05,1.0,6.0,4.0,27.0,6.75,0.0,0.0,0.0,1,0.0,0.0,31.4,McLaJa00
Roman Wilson,PIT,WR,24,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.0,166.0,13.83,2.0,1.0,1.0,2,0.0,0.0,38.6,WilsRo02
Tyler Johnson,NYJ,WR,27,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,12.0,197.0,16.42,1.0,0.0,0.0,1,0.0,0.0,37.7,JohnTy00
Charlie Kolar,BAL,TE,26,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,142.0,14.2,2.0,0.0,0.0,2,0.0,0.0,36.2,KolaCh00
Adam Trautman,DEN,TE,28,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,20.0,195.0,9.75,1.0,0.0,0.0,1,0.0,0.0,45.5,TrauAd00
Tutu Atwell,LAR,WR,26,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,192.0,32.0,1.0,0.0,0.0,1,0.0,0.0,31.2,AtweTu00
James Conner,ARI,RB,30,3,0.0,0.0,0.0,0.0,0.0,32.0,95.0,2.97,1.0,9.0,8.0,38.0,4.75,1.0,1.0,0.0,2,0.0,0.0,33.3,ConnJa00
Luke Musgrave,GNB,TE,25,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,24.0,252.0,10.5,0.0,1.0,0.0,0,0.0,0.0,49.2,MusgLu00
Ja'Tavion Sanders,CAR,TE,22,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,29.0,190.0,6.55,1.0,0.0,0.0,1,0.0,0.0,54.0,SandJa01
Zavier Scott,MIN,RB,26,16,0.0,0.0,0.0,0.0,0.0,32.0,114.0,3.56,0.0,16.0,14.0,98.0,7.0,1.0,2.0,1.0,1,0.0,0.0,39.2,ScotZa00
Connor Heyward,PIT,TE,26,17,0.0,0.0,0.0,0.0,0.0,15.0,43.0,2.87,2.0,4.0,3.0,21.0,7.0,1.0,0.0,0.0,3,0.0,0.0,27.4,HeywCo00
Josh Johnson,WAS,QB,39,5,34.0,54.0,372.0,1.0,2.0,12.0,55.0,4.58,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1,0.0,0.0,24.4,JohnJo05
Hunter Luepke,DAL,RB,25,17,0.0,0.0,0.0,0.0,0.0,16.0,71.0,4.44,0.0,15.0,13.0,109.0,8.38,1.0,0.0,0.0,1,0.0,0.0,37.0,LuepHu00
Gunner Olszewski,NYG,WR,29,16,1.0,2.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,10.0,145.0,14.5,1.0,1.0,1.0,1,0.0,0.0,33.8,OlszGu00
Jeremy Ruckert,NYJ,TE,25,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,23.0,179.0,7.78,1.0,0.0,0.0,1,0.0,0.0,46.9,RuckJe00
Mitchell Tinsley,CIN,WR,26,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,8.0,116.0,14.5,2.0,0.0,0.0,2,0.0,0.0,31.6,TinsMi00
Jawhar Jordan,HOU,RB,26,4,0.0,0.0,0.0,0.0,0.0,43.0,193.0,4.49,0.0,7.0,7.0,34.0,4.86,0.0,0.0,0.0,0,0.0,0.0,29.7,JordJa00
Jaret Patterson,LAC,RB,26,6,0.0,0.0,0.0,0.0,0.0,41.0,159.0,3.88,1.0,4.0,3.0,8.0,2.67,0.0,0.0,0.0,1,0.0,0.0,25.7,PattJa01
Brock Wright,DET,TE,27,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,14.0,108.0,7.71,2.0,0.0,0.0,2,0.0,0.0,36.8,WrigBr01
Elijah Arroyo,SEA,TE,22,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,15.0,179.0,11.93,1.0,1.0,1.0,1,0.0,0.0,36.9,ArroEl00
Jack Bech,LVR,WR,23,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,20.0,224.0,11.2,0.0,0.0,0.0,0,0.0,0.0,42.4,BechJa00
Trey Benson,ARI,RB,23,4,0.0,0.0,0.0,0.0,0.0,29.0,160.0,5.52,0.0,16.0,13.0,64.0,4.92,0.0,0.0,0.0,0,0.0,0.0,35.4,BensTr01
Lil'Jordan Humphrey,2TM,WR,27,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,13.0,156.0,12.0,1.0,0.0,0.0,1,0.0,0.0,34.6,HumpLi01
Malachi Corley,CLE,WR,23,13,0.0,0.0,0.0,0.0,0.0,13.0,127.0,9.77,0.0,14.0,11.0,79.0,7.18,0.0,0.0,0.0,0,0.0,0.0,31.6,CorlMa00
Antonio Gibson,NWE,RB,27,5,0.0,0.0,0.0,0.0,0.0,25.0,106.0,4.24,1.0,3.0,2.0,6.0,3.0,0.0,2.0,1.0,2,0.0,0.0,23.2,GibsAn00
Hunter Long,JAX,TE,27,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,12.0,85.0,7.08,2.0,1.0,0.0,2,0.0,0.0,32.5,LongHu00
Hunter Renfrow,CAR,WR,30,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,15.0,89.0,5.93,2.0,0.0,0.0,2,0.0,0.0,35.9,RenfHu00
Adam Thielen,2TM,WR,35,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,19.0,186.0,9.79,0.0,0.0,0.0,0,1.0,0.0,39.6,ThieAd00
Jahdae Walker,CHI,WR,23,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,87.0,14.5,2.0,0.0,0.0,2,0.0,0.0,26.7,WalkJa03
Ameer Abdullah,IND,RB,32,13,0.0,0.0,0.0,0.0,0.0,14.0,60.0,4.29,1.0,17.0,16.0,99.0,6.19,0.0,1.0,1.0,1,0.0,0.0,35.9,AbduAm00
Kevin Austin,NOR,WR,25,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,13.0,140.0,10.77,1.0,0.0,0.0,1,0.0,0.0,33.0,AustKe00
Chris Brooks,GNB,RB,25,17,0.0,0.0,0.0,0.0,0.0,27.0,106.0,3.93,0.0,17.0,13.0,91.0,7.0,0.0,0.0,0.0,0,0.0,0.0,32.7,BrooCh00
Elijah Moore,BUF,WR,25,9,0.0,0.0,0.0,0.0,0.0,6.0,24.0,4.0,1.0,17.0,9.0,112.0,12.44,0.0,0.0,0.0,1,0.0,0.0,28.6,MoorEl00
Theo Wease,MIA,WR,24,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,139.0,23.17,1.0,0.0,0.0,1,0.0,0.0,25.9,WeasTh00
Jaydon Blue,DAL,RB,21,5,0.0,0.0,0.0,0.0,0.0,38.0,129.0,3.39,1.0,1.0,1.0,5.0,5.0,0.0,1.0,0.0,1,0.0,0.0,20.4,BlueJa01
Treylon Burks,WAS,WR,25,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,10.0,130.0,13.0,1.0,0.0,0.0,1,0.0,0.0,29.0,BurkTr00
Gabe Davis,BUF,WR,26,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,12.0,129.0,10.75,1.0,0.0,0.0,1,0.0,0.0,30.9,DaviGa01
Luke Farrell,SFO,TE,28,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,11.0,85.0,7.73,2.0,1.0,1.0,2,0.0,0.0,29.5,FarrLu00
Miles Sanders,DAL,RB,28,4,0.0,0.0,0.0,0.0,0.0,20.0,117.0,5.85,1.0,8.0,8.0,30.0,3.75,0.0,1.0,1.0,1,0.0,0.0,26.7,SandMi01
Mo Alie-Cox,IND,TE,32,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,13.0,117.0,9.0,1.0,0.0,0.0,1,0.0,0.0,30.7,AlieMo00
Jerome Ford,CLE,RB,26,13,0.0,0.0,0.0,0.0,0.0,24.0,73.0,3.04,0.0,32.0,26.0,103.0,3.96,0.0,0.0,0.0,0,0.0,0.0,43.6,FordJe00
Noah Gray,KAN,TE,26,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,21.0,178.0,8.48,0.0,0.0,0.0,0,0.0,0.0,38.8,GrayNo00
Isaiah Hodgins,NYG,WR,27,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,10.0,115.0,11.5,1.0,0.0,0.0,1,0.0,0.0,27.5,HodgIs00
Jimmy Horn,CAR,WR,23,13,0.0,0.0,0.0,0.0,0.0,8.0,69.0,8.63,0.0,15.0,11.0,108.0,9.82,0.0,0.0,0.0,0,0.0,0.0,28.7,HornJi00
Zay Jones,ARI,WR,30,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,12.0,183.0,15.25,0.0,0.0,0.0,0,0.0,0.0,30.3,JoneZa00
Jalen McMillan,TAM,WR,24,4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,15.0,12.0,178.0,14.83,0.0,0.0,0.0,0,0.0,0.0,29.9,McMiJa01
Marquez Valdes-Scantling,2TM,WR,31,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,14.0,120.0,8.57,1.0,1.0,0.0,1,0.0,0.0,32.0,ValdMa00
Jordan Whittington,LAR,WR,25,17,0.0,0.0,0.0,0.0,0.0,3.0,12.0,4.0,0.0,25.0,18.0,171.0,9.5,0.0,0.0,0.0,0,0.0,0.0,36.3,WhitJo04
Andrew Beck,NYJ,FB,29,17,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,9.0,6.0,45.0,7.5,2.0,0.0,0.0,2,0.0,0.0,23.0,BeckAn01
Raheem Mostert,LVR,RB,33,12,0.0,0.0,0.0,0.0,0.0,22.0,104.0,4.73,0.0,12.0,12.0,70.0,5.83,0.0,0.0,0.0,0,0.0,0.0,29.4,MostRa00
Drew Sample,CIN,TE,29,17,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,20.0,15.0,106.0,7.07,1.0,0.0,0.0,1,0.0,0.0,31.9,SampDr00
Raheim Sanders,CLE,RB,23,4,0.0,0.0,0.0,0.0,0.0,27.0,92.0,3.41,1.0,4.0,3.0,21.0,7.0,0.0,0.0,0.0,1,0.0,0.0,20.3,SandRa00
Ben Sinnott,WAS,TE,23,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,11.0,114.0,10.36,1.0,0.0,0.0,1,0.0,0.0,28.4,SinnBe00
Tyler Badie,DEN,RB,25,16,0.0,0.0,0.0,0.0,0.0,8.0,23.0,2.88,0.0,31.0,19.0,141.0,7.42,0.0,0.0,0.0,0,0.0,0.0,35.4,BadiTy00
John Bates,WAS,TE,28,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,11.0,103.0,9.36,1.0,0.0,0.0,1,0.0,0.0,27.3,BateJo00
Julian Hill,MIA,TE,25,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0,140.0,9.33,0.0,0.0,0.0,0,1.0,0.0,31.0,HillJu02
Brycen Tremayne,CAR,WR,26,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,14.0,160.0,11.43,0.0,1.0,0.0,0,0.0,0.0,30.0,TremBr00
Savion Williams,GNB,WR,24,12,0.0,0.0,0.0,0.0,0.0,11.0,37.0,3.36,0.0,10.0,10.0,78.0,7.8,1.0,1.0,1.0,1,0.0,0.0,25.5,WillSa01
Rasheen Ali,BAL,RB,24,15,0.0,0.0,0.0,0.0,0.0,7.0,24.0,3.43,0.0,11.0,9.0,68.0,7.56,1.0,0.0,0.0,1,0.0,0.0,24.2,AlixRa00
LeQuint Allen,JAX,RB,21,17,0.0,0.0,0.0,0.0,0.0,23.0,94.0,4.09,0.0,11.0,10.0,54.0,5.4,0.0,0.0,0.0,0,0.0,0.0,24.8,AlleLe01
Ashton Dulin,IND,WR,28,12,0.0,0.0,0.0,0.0,0.0,3.0,44.0,14.67,0.0,10.0,5.0,106.0,21.2,0.0,0.0,0.0,0,0.0,0.0,20.0,DuliAs00
Konata Mumpfield,LAR,WR,23,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,10.0,92.0,9.2,1.0,0.0,0.0,1,0.0,0.0,25.2,MumpKo00
Mason Rudolph,PIT,QB,30,5,38.0,52.0,310.0,2.0,2.0,7.0,6.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,15.0,RudoMa00
Brevyn Spann-Ford,DAL,TE,26,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,90.0,10.0,1.0,0.0,0.0,1,0.0,0.0,24.0,SpanBr00
Cody White,SEA,WR,27,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,90.0,30.0,1.0,0.0,0.0,1,0.0,0.0,18.0,WhitCo05
Grant Calcaterra,PHI,TE,27,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,76.0,8.44,1.0,0.0,0.0,1,0.0,0.0,22.6,CalcGr00
Efton Chism,NWE,WR,24,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,75.0,25.0,1.0,0.0,0.0,1,0.0,0.0,16.5,ChisEf00
C.J. Ham,MIN,FB,32,11,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.67,2.0,2.0,2.0,11.0,5.5,0.0,0.0,0.0,2,0.0,0.0,15.6,HamxC.00
Terrell Jennings,NWE,RB,24,7,0.0,0.0,0.0,0.0,0.0,23.0,73.0,3.17,1.0,1.0,1.0,9.0,9.0,0.0,0.0,0.0,1,0.0,0.0,15.2,JennTe00
Kameron Johnson,TAM,WR,23,17,0.0,0.0,0.0,0.0,0.0,2.0,13.0,6.5,0.0,7.0,4.0,64.0,16.0,1.0,2.0,0.0,1,0.0,0.0,17.7,JohnKa01
Trey Lance,LAC,QB,25,4,27.0,57.0,226.0,0.0,1.0,17.0,85.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,13.5,LancTr00
Tanner McKee,PHI,QB,25,4,24.0,43.0,274.0,1.0,1.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,13.8,McKeTa01
Dare Ogunbowale,HOU,RB,31,17,0.0,0.0,0.0,0.0,0.0,11.0,25.0,2.27,1.0,13.0,10.0,76.0,7.6,0.0,1.0,1.0,1,0.0,0.0,24.1,OgunDa00
Curtis Samuel,BUF,WR,29,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,81.0,11.57,1.0,0.0,0.0,1,0.0,0.0,21.1,SamuCu00
Dont'e Thornton,LVR,WR,23,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,135.0,13.5,0.0,0.0,0.0,0,0.0,0.0,23.5,ThorDo00
Braelon Allen,NYJ,RB,21,4,0.0,0.0,0.0,0.0,0.0,18.0,76.0,4.22,1.0,3.0,2.0,17.0,8.5,0.0,1.0,1.0,1,0.0,0.0,15.3,AlleBr05
John FitzPatrick,GNB,TE,25,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,72.0,6.0,1.0,0.0,0.0,1,0.0,0.0,25.2,FitzJo00
George Holani,SEA,RB,26,11,0.0,0.0,0.0,0.0,0.0,22.0,73.0,3.32,1.0,2.0,2.0,15.0,7.5,0.0,1.0,1.0,1,0.0,0.0,14.8,HolaGe00
Allen Lazard,NYJ,WR,30,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,10.0,70.0,7.0,1.0,0.0,0.0,1,0.0,0.0,23.0,LazaAl00
Luke Schoonmaker,DAL,TE,27,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,14.0,132.0,9.43,0.0,0.0,0.0,0,0.0,0.0,27.2,SchoLu00
Ben Skowronek,PIT,WR,28,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,69.0,17.25,1.0,0.0,0.0,1,0.0,0.0,16.9,SkowBe00
Shedrick Jackson,LVR,WR,26,5,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,5.0,4.0,56.0,14.0,1.0,0.0,0.0,1,0.0,0.0,15.9,JackSh01
Quintin Morris,JAX,TE,26,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,55.0,9.17,1.0,0.0,0.0,1,0.0,0.0,17.5,MorrQu00
Josh Reynolds,NYJ,WR,30,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,11.0,101.0,9.18,0.0,0.0,0.0,0,1.0,0.0,23.1,ReynJo00
Nate Adkins,DEN,TE,26,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,48.0,8.0,1.0,0.0,0.0,1,0.0,0.0,16.8,AdkiNa00
